EC Number	Organism	pH Optimum
3.4.22.68	Saccharomyces cerevisiae	8.0
3.4.22.B68	Entamoeba histolytica	7.0
3.4.22.69	feline coronavirus	6.0
3.4.22.69	Severe acute respiratory syndrome-related coronavirus	7.0
3.4.22.B69	Plasmodium falciparum	5.0
3.4.22.70	Staphylococcus aureus	7.5
3.4.22.B70	Homo sapiens	7.5
3.4.22.71	Staphylococcus aureus	7.0
3.4.22.71	Bacillus anthracis	8.0
3.4.22.B71	Mus musculus	7.6
3.4.22.B71	Homo sapiens	8.0
3.4.22.B74	Homo sapiens	7.8
3.4.22.B75	Homo sapiens	7.5
3.4.22.B76	Allium tuberosum	7.0
3.4.22.B77	Saccharolobus solfataricus	7.5
3.4.22.B78	Pyrococcus horikoshii	7.5
3.4.22.B79	Chikungunya virus	8.0
3.4.22.B80	Severe acute respiratory syndrome coronavirus 2	6.5
3.4.22.B80	Severe acute respiratory syndrome-related coronavirus	6.5
3.4.22.B80	Middle East respiratory syndrome-related coronavirus	6.5
3.4.23.1	Sus scrofa	1.5
3.4.23.1	Micropterus salmoides	1.5
3.4.23.1	Ovis aries	1.8
3.4.23.1	Gallus gallus	2.0
3.4.23.1	Homo sapiens	2.0
3.4.23.1	Rattus norvegicus	2.0
3.4.23.1	Bos taurus	2.0
3.4.23.1	salmon	2.0
3.4.23.1	Macaca fascicularis	2.0
3.4.23.1	shark	2.0
3.4.23.1	Scombridae gen. sp.	2.0
3.4.23.1	dogfish	2.0
3.4.23.1	Trematomus bernacchii	2.0
3.4.23.1	Oncorhynchus mykiss	2.5
3.4.23.1	Albatrossia pectoralis	3.0
3.4.23.1	Lateolabrax japonicus	3.0
3.4.23.1	Coturnix japonica	3.0
3.4.23.1	Parona signata	3.5
3.4.23.1	Monopterus albus	3.5
3.4.23.1	Shewanella denitrificans	3.5
3.4.23.1	Shewanella amazonensis	3.8
3.4.23.1	Anas platyrhynchos	4.0
3.4.23.B1	Homo sapiens	4.0
3.4.23.2	Boreogadus saida	2.0
3.4.23.2	Sus scrofa	3.0
3.4.23.2	Albatrossia pectoralis	3.5
3.4.23.B2	Simian immunodeficiency virus	5.0
3.4.23.3	Homo sapiens	2.0
3.4.23.3	Capra hircus	2.0
3.4.23.3	Suncus murinus	3.0
3.4.23.3	Macaca fuscata	3.0
3.4.23.B3	equine infectious anemia virus	5.6
3.4.23.4	Felis catus	2.5
3.4.23.4	Bos taurus	3.7
3.4.23.4	Callithrix jacchus	4.0
3.4.23.4	Bubalus bubalis	4.5
3.4.23.4	Camelus dromedarius	5.0
3.4.23.4	Rhizopus microsporus	5.2
3.4.23.4	Capra hircus	5.5
3.4.23.4	Vicugna pacos	5.5
3.4.23.4	Bos grunniens	6.0
3.4.23.B4	feline immunodeficiency virus	4.0
3.4.23.B4	feline calicivirus	7.5
3.4.23.5	Spisula solidissima	2.2
3.4.23.5	Todarodes pacificus	2.2
3.4.23.5	Clupea harengus	2.5
3.4.23.5	Sus scrofa	2.5
3.4.23.5	Musca domestica	2.5
3.4.23.5	Cyprinus carpio	2.7
3.4.23.5	Homo sapiens	2.8
3.4.23.5	Tilapia sp.	2.8
3.4.23.5	Gallus gallus	2.8
3.4.23.5	Bos taurus	2.8
3.4.23.5	Oryctolagus cuniculus	2.8
3.4.23.5	Sepia officinalis	3.0
3.4.23.5	Tribolium castaneum	3.0
3.4.23.5	Spodoptera exigua	3.0
3.4.23.5	Rattus norvegicus	3.0
3.4.23.5	Lamellidens corrianus	3.5
3.4.23.5	Schistosoma mansoni	3.5
3.4.23.5	Struthio camelus	4.0
3.4.23.5	Callosobruchus maculatus	4.0
3.4.23.5	Cricetulus griseus	4.0
3.4.23.B5	Moloney murine leukemia virus	5.0
3.4.23.B5	murine leukemia virus	5.6
3.4.23.B6	Mason-Pfizer monkey virus	4.5
3.4.23.B8	Human T-cell leukemia virus type I	5.2
3.4.23.B9	bovine leukemia virus	5.0
3.4.23.B10	Avian myeloblastosis virus	5.9
3.4.23.B10	Rous sarcoma virus	5.9
3.4.23.B11	Human spumaretrovirus	6.0
3.4.23.12	Nepenthes distillatoria	2.0
3.4.23.12	Nepenthes dormaniana	2.2
3.4.23.12	Nepenthes neufvilleana	2.2
3.4.23.12	Nepenthes mixta	2.2
3.4.23.12	Drosera peltata	3.0
3.4.23.B13	Avian myeloblastosis-associated virus	5.5
3.4.23.B14	Plasmodium vivax	3.5
3.4.23.B14	Plasmodium falciparum	4.5
3.4.23.B14	Plasmodium berghei	5.0
3.4.23.15	Rattus norvegicus	4.0
3.4.23.15	Homo sapiens	5.5
3.4.23.15	Sus scrofa	5.5
3.4.23.15	Canis lupus familiaris	6.0
3.4.23.15	Bos taurus	6.5
3.4.23.16	Human immunodeficiency virus 1	3.5
3.4.23.17	Bos taurus	4.0
3.4.23.17	Saccharomyces cerevisiae	4.0
3.4.23.17	Rattus norvegicus	5.0
3.4.23.18	Aspergillus pseudoglaucus	2.0
3.4.23.18	Aspergillus phoenicis	2.3
3.4.23.18	Trichoderma harzianum	2.5
3.4.23.18	Aspergillus oryzae	2.7
3.4.23.18	Aspergillus sojae	2.7
3.4.23.18	Aspergillus fumigatus	2.8
3.4.23.18	Aspergillus luchuensis	2.8
3.4.23.18	Aspergillus awamori	3.8
3.4.23.18	Aspergillus niger	4.0
3.4.23.18	Aspergillus terreus	11.0
3.4.23.19	Aspergillus niger var. macrosporus	1.1
3.4.23.19	Aspergillus niger	2.6
3.4.23.B19	Plasmodium falciparum	6.5
3.4.23.B19	Plasmodium vivax	6.5
3.4.23.20	Penicillium duponti	2.5
3.4.23.20	Penicillium expansum	2.5
3.4.23.20	Penicillium janthinellum	2.6
3.4.23.20	Penicillium canescens	4.0
3.4.23.20	Penicillium candidum	6.0
3.4.23.20	Penicillium aurantiogriseum	9.0
3.4.23.21	Rhizopus microsporus var. chinensis	2.9
3.4.23.21	Rhizopus sp.	3.0
3.4.23.21	Rhizopus arrhizus	3.0
3.4.23.21	Rhizopus niveus	3.5
3.4.23.21	Rhizomucor miehei	5.5
3.4.23.22	Cryphonectria parasitica	4.5
3.4.23.23	Penicillium duponti	2.5
3.4.23.23	Mucor racemosus f. racemosus	3.0
3.4.23.23	Mucor bacilliformis	3.0
3.4.23.23	Mucor sp.	3.0
3.4.23.23	Mucor hiemalis	3.0
3.4.23.23	Mucor circinelloides	3.0
3.4.23.23	Aspergillus oryzae	3.2
3.4.23.23	Mucor renninus	3.5
3.4.23.23	Rhizomucor pusillus	3.5
3.4.23.23	Amylomyces rouxii	4.0
3.4.23.23	Rhizomucor miehei	4.0
3.4.23.23	Cryphonectria parasitica	4.5
3.4.23.23	Rhizopus arrhizus	5.5
3.4.23.24	Candida albicans	2.5
3.4.23.24	Metschnikowia pulcherrima	2.5
3.4.23.24	Candida olea	3.3
3.4.23.B24	Homo sapiens	7.4
3.4.23.25	Aspergillus phoenicis	2.3
3.4.23.25	Saccharomyces cerevisiae	2.4
3.4.23.25	Debaryomyces hansenii	5.0
3.4.23.B25	Saccharolobus solfataricus	2.0
3.4.23.26	Rhodotorula glutinis	2.0
3.4.23.26	Cladosporium sp.	2.5
3.4.23.26	Rhodotorula mucilaginosa	5.0
3.4.23.28	Acrocylindrium sp.	2.0
3.4.23.29	Irpex lacteus	2.5
3.4.23.30	Trametes coccinea	2.3
3.4.23.31	Scytalidium lignicola	2.0
3.4.23.32	Ganoderma lucidum	2.0
3.4.23.32	Scytalidium lignicola	2.0
3.4.23.32	Lentinula edodes	2.7
3.4.23.34	Lithobates catesbeianus	2.0
3.4.23.34	Cavia porcellus	2.5
3.4.23.34	Homo sapiens	2.5
3.4.23.34	Rattus norvegicus	4.0
3.4.23.34	Mus musculus	4.0
3.4.23.35	Saccharomyces cerevisiae	5.0
3.4.23.36	Escherichia coli	6.0
3.4.23.38	Plasmodium falciparum	2.5
3.4.23.39	Plasmodium falciparum	2.2
3.4.23.40	Drosera peltata	2.0
3.4.23.40	Nepenthes macfarlanei	2.2
3.4.23.40	Nelumbo nucifera	2.4
3.4.23.40	Solanum lycopersicum	2.5
3.4.23.40	Oryza sativa	2.5
3.4.23.40	Nicotiana tabacum	3.0
3.4.23.40	Triticum aestivum	3.0
3.4.23.40	Triticum durum x Haynaldia villosa	3.1
3.4.23.40	Cucumis sativus	3.2
3.4.23.40	Cannabis sativa	3.4
3.4.23.40	Theobroma cacao	3.4
3.4.23.40	Pinus banksiana	3.5
3.4.23.40	Brassica napus	3.5
3.4.23.40	Fagopyrum esculentum	3.5
3.4.23.40	Hordeum vulgare	3.5
3.4.23.40	Cucurbita maxima	3.6
3.4.23.40	Sorghum bicolor	3.6
3.4.23.40	Pinus sylvestris	3.7
3.4.23.40	Cynara cardunculus	4.0
3.4.23.40	Cynara cardunculus var. scolymus	5.0
3.4.23.41	Trichoderma asperellum	4.0
3.4.23.41	Saccharomyces cerevisiae	4.0
3.4.23.42	Sulfolobus acidocaldarius	2.0
3.4.23.42	Saccharolobus solfataricus	2.0
3.4.23.44	Flock house virus	6.0
3.4.23.45	Homo sapiens	4.5
3.4.23.46	Homo sapiens	4.5
3.4.23.46	Mus musculus	4.5
3.4.23.47	Human immunodeficiency virus 2	3.0
3.4.23.48	Yersinia pestis subsp. microtus	7.4
3.4.23.48	Yersinia pestis subsp. pestis	7.4
3.4.23.49	Phanerodontia chrysosporium	4.5
3.4.23.49	Escherichia coli	5.0
3.4.23.49	Citrobacter rodentium	7.0
3.4.23.49	Escherichia coli DH5[alpha]	7.0
3.4.23.49	Escherichia coli K-12	7.2
3.4.23.49	Salmonella enterica	7.4
3.4.23.50	Homo sapiens	4.0
3.4.23.50	Human endogenous retrovirus K	5.5
3.4.23.52	Pseudomonas aeruginosa	8.5
3.4.23.52	Methanothermococcus thermolithotrophicus	8.5
3.4.23.52	Methanocaldococcus jannaschii	8.5
3.4.23.52	Methanococcus maripaludis	8.5
3.4.23.52	Methanococcus voltae	8.5
3.4.23.52	Methanococcus vannielii	8.5
3.4.24.1	Crotalus atrox	7.4
3.4.24.B2	Bacillus amyloliquefaciens	7.0
3.4.24.B2	Lactococcus lactis	7.0
3.4.24.B2	Geobacillus thermoleovorans	7.3
3.4.24.3	Hathewaya histolytica	6.3
3.4.24.3	Pseudomonas aeruginosa	6.5
3.4.24.3	Mycobacterium tuberculosis	6.5
3.4.24.3	Clostridium perfringens	6.5
3.4.24.3	Clostridium capitorale	6.5
3.4.24.3	Clostridium welchii	6.5
3.4.24.3	Prevotella melaninogenica	6.8
3.4.24.3	Pseudoalteromonas mariniglutinosa	7.0
3.4.24.3	Vibrio parahaemolyticus	7.5
3.4.24.3	Vibrio vulnificus	7.5
3.4.24.3	Geobacillus sp.	7.5
3.4.24.3	Vibrio sp.	7.6
3.4.24.3	Streptomyces sp.	8.0
3.4.24.B3	Mus musculus	6.8
3.4.24.B3	Homo sapiens	7.5
3.4.24.B3	Gallus gallus	8.8
3.4.24.B4	Mus musculus	7.4
3.4.24.B4	Homo sapiens	7.4
3.4.24.B4	Rattus norvegicus	7.5
3.4.24.B4	Bos taurus	7.5
3.4.24.B4	Cervus nippon	8.0
3.4.24.B5	Homo sapiens	7.5
3.4.24.6	Agkistrodon piscivorus leucostoma	8.5
3.4.24.B6	Sus scrofa	7.4
3.4.24.B6	Bos taurus	7.5
3.4.24.B6	Homo sapiens	7.6
3.4.24.B6	Mus musculus	8.0
3.4.24.7	Rattus norvegicus	5.5
3.4.24.7	Mus musculus	6.0
3.4.24.7	Homo sapiens	6.5
3.4.24.7	Capra hircus	7.0
3.4.24.7	Lithobates catesbeianus	7.6
3.4.24.B7	Homo sapiens	6.8
3.4.24.B9	Mus musculus	7.2
3.4.24.B9	Homo sapiens	7.5
3.4.24.B10	Homo sapiens	7.0
3.4.24.11	Homo sapiens	5.5
3.4.24.11	Oryctolagus cuniculus	6.0
3.4.24.11	Rattus norvegicus	6.5
3.4.24.11	Sus scrofa	7.0
3.4.24.11	Drosophila melanogaster	7.0
3.4.24.11	Mus musculus	7.0
3.4.24.11	Ascaris suum	7.0
3.4.24.11	Bos taurus	7.3
3.4.24.11	Schistocerca gregaria	7.3
3.4.24.B11	Homo sapiens	7.5
3.4.24.B11	Mus musculus	7.6
3.4.24.12	Strongylocentrotus purpuratus	7.0
3.4.24.B12	Homo sapiens	7.0
3.4.24.13	Prevotella melaninogenica	5.0
3.4.24.13	Streptococcus pneumoniae	7.4
3.4.24.13	Streptococcus mitis	7.4
3.4.24.13	Gemella haemolysans	7.4
3.4.24.14	Bos taurus	7.0
3.4.24.14	Homo sapiens	7.0
3.4.24.14	Gallus gallus	7.4
3.4.24.B14	Drosophila melanogaster	7.0
3.4.24.B14	Mus musculus	7.4
3.4.24.15	Sus scrofa	6.2
3.4.24.15	Arabidopsis thaliana	6.5
3.4.24.15	Mus musculus	7.4
3.4.24.15	Homo sapiens	7.4
3.4.24.15	Rattus norvegicus	7.4
3.4.24.15	Bos taurus	7.5
3.4.24.15	Gallus gallus	8.0
3.4.24.B15	Homo sapiens	5.5
3.4.24.B15	Mus musculus	6.5
3.4.24.16	Rattus norvegicus	7.2
3.4.24.16	Mus musculus	7.4
3.4.24.16	Homo sapiens	8.2
3.4.24.B16	Pseudomonas aeruginosa	8.5
3.4.24.17	Homo sapiens	5.3
3.4.24.17	Mus musculus	6.0
3.4.24.17	Escherichia coli	6.0
3.4.24.17	Oryctolagus cuniculus	6.0
3.4.24.B17	Escherichia coli	7.4
3.4.24.18	Rattus norvegicus	6.0
3.4.24.18	Mus musculus	6.8
3.4.24.18	Canis lupus familiaris	6.8
3.4.24.18	Homo sapiens	7.4
3.4.24.19	Gallus gallus	4.2
3.4.24.19	Homo sapiens	8.0
3.4.24.19	Mus musculus	8.5
3.4.24.20	Pleurotus ostreatus	5.6
3.4.24.20	Armillaria mellea	6.5
3.4.24.20	unidentified myxobacterium	8.5
3.4.24.20	Grifola frondosa	9.0
3.4.24.B20	Escherichia coli	7.2
3.4.24.B20	Thermotoga maritima	8.8
3.4.24.21	Astacus astacus	6.0
3.4.24.21	Steinernema carpocapsae	7.5
3.4.24.21	Sus scrofa	7.5
3.4.24.21	Homo sapiens	7.5
3.4.24.21	Astacus leptodactylus	8.0
3.4.24.21	Carcinus maenas	8.0
3.4.24.21	Brugia malayi	8.0
3.4.24.21	Caenorhabditis elegans	8.0
3.4.24.21	Haemonchus contortus	8.0
3.4.24.21	Teladorsagia circumcincta	8.0
3.4.24.22	Homo sapiens	5.5
3.4.24.22	Mus musculus	7.5
3.4.24.23	Homo sapiens	6.5
3.4.24.23	Rattus norvegicus	7.0
3.4.24.24	Homo sapiens	7.0
3.4.24.24	Meriones unguiculatus	7.4
3.4.24.24	Rattus norvegicus	7.5
3.4.24.24	Gallus gallus	7.6
3.4.24.24	Bos taurus	8.0
3.4.24.24	Cyprinus carpio	8.0
3.4.24.24	Apostichopus japonicus	8.5
3.4.24.B24	Bacillus subtilis	6.5
3.4.24.25	Pseudoalteromonas sp. SM495	7.5
3.4.24.25	Vibrio proteolyticus	8.0
3.4.24.25	Pseudoalteromonas sp. SM9913	8.0
3.4.24.26	Pseudomonas aeruginosa	5.8
3.4.24.26	Bacillus thermoproteolyticus	7.8
3.4.24.26	Pseudomonas indica	8.0
3.4.24.B26	Myroides profundi	9.0
3.4.24.27	Bacillus thermoproteolyticus	5.8
3.4.24.27	Bacillus proteolyticus	7.0
3.4.24.27	Bacillus sp. (in: Bacteria)	7.0
3.4.24.27	Homo sapiens	7.4
3.4.24.27	Geobacillus stearothermophilus	7.5
3.4.24.27	Halobacillus sp.	8.0
3.4.24.28	Bacillus nematocida	6.5
3.4.24.28	Bacillus subtilis	7.0
3.4.24.28	Bacillus amyloliquefaciens	7.0
3.4.24.28	Priestia megaterium	7.4
3.4.24.28	Bacillus thuringiensis	7.4
3.4.24.28	Geobacillus stearothermophilus	7.5
3.4.24.28	Bacillus cereus	8.0
3.4.24.28	Bacillus intermedius	8.0
3.4.24.29	Staphylococcus aureus	5.0
3.4.24.B29	Saccharolobus solfataricus	7.0
3.4.24.30	Enterococcus faecalis	6.0
3.4.24.30	Streptococcus thermophilus	6.5
3.4.24.B30	Aeropyrum pernix	6.0
3.4.24.31	Streptomyces cacaoi	5.0
3.4.24.31	Streptomyces griseus	7.0
3.4.24.31	Streptomyces naraensis	7.5
3.4.24.32	Lysobacter enzymogenes	6.5
3.4.24.32	Lysobacter gummosus	8.0
3.4.24.32	Achromobacter lyticus	9.0
3.4.24.32	unidentified myxobacterium	9.0
3.4.24.33	Pseudomonas fragi	7.0
3.4.24.B33	Vipera ammodytes ammodytes	8.4
3.4.24.34	Homo sapiens	6.0
3.4.24.34	Mus musculus	7.4
3.4.24.B34	Vipera ammodytes ammodytes	7.4
3.4.24.35	Homo sapiens	6.8
3.4.24.35	Mus musculus	7.4
3.4.24.35	Rattus norvegicus	7.4
3.4.24.35	Gallus gallus	7.5
3.4.24.35	Bos taurus	7.6
3.4.24.36	Leishmania amazonensis	4.0
3.4.24.36	Leishmania chagasi	5.5
3.4.24.36	Leishmania major	5.5
3.4.24.36	Herpetomonas pessoai	6.0
3.4.24.36	Leishmania sp.	7.0
3.4.24.36	Leishmania donovani donovani	7.2
3.4.24.B36	Vipera ammodytes ammodytes	7.5
3.4.24.37	Saccharomyces cerevisiae	5.5
3.4.24.37	Debaryomyces hansenii	7.0
3.4.24.38	Chlamydomonas reinhardtii	7.5
3.4.24.39	Aspergillus oryzae	5.5
3.4.24.39	Aspergillus sojae	5.5
3.4.24.40	Pseudomonas fluorescens	5.5
3.4.24.40	Thermoascus aurantiacus	5.5
3.4.24.40	Serratia marcescens	5.5
3.4.24.40	Pseudomonas aeruginosa	6.0
3.4.24.40	Pseudomonas sp.	6.5
3.4.24.40	Deinococcus radiodurans	6.5
3.4.24.40	Xenorhabdus kozodoii	6.5
3.4.24.40	Photorhabdus luminescens	8.0
3.4.24.40	Serratia proteamaculans	8.0
3.4.24.40	Citrobacter freundii	10.0
3.4.24.42	Crotalus atrox	7.4
3.4.24.43	Crotalus atrox	9.0
3.4.24.47	Crotalus horridus horridus	7.5
3.4.24.49	Bothrops jararaca	7.0
3.4.24.50	Bothrops jararaca	8.8
3.4.24.51	Ophiophagus hannah	7.2
3.4.24.52	Protobothrops flavoviridis	8.0
3.4.24.53	Protobothrops flavoviridis	9.5
3.4.24.54	Protobothrops mucrosquamatus	8.5
3.4.24.55	Acinetobacter calcoaceticus	6.8
3.4.24.55	Escherichia coli	7.5
3.4.24.55	Halalkalibacterium halodurans	8.0
3.4.24.56	Drosophila melanogaster	7.0
3.4.24.56	Rattus norvegicus	7.0
3.4.24.56	Mus musculus	7.0
3.4.24.56	Homo sapiens	7.2
3.4.24.56	Xenopus laevis	7.4
3.4.24.57	Mannheimia haemolytica	7.4
3.4.24.58	Daboia russelii	7.7
3.4.24.59	Rattus norvegicus	6.6
3.4.24.59	Homo sapiens	7.4
3.4.24.60	Homo sapiens	7.0
3.4.24.60	Xenopus laevis	7.5
3.4.24.61	Rattus norvegicus	6.5
3.4.24.61	Homo sapiens	7.0
3.4.24.62	Homo sapiens	7.0
3.4.24.62	Bos taurus	7.0
3.4.24.63	Rattus norvegicus	5.5
3.4.24.63	Homo sapiens	7.4
3.4.24.63	Mus musculus	7.5
3.4.24.64	Bos taurus	6.5
3.4.24.64	Saccharomyces cerevisiae	7.3
3.4.24.64	Solanum tuberosum	7.5
3.4.24.64	Neurospora crassa	7.7
3.4.24.64	Rattus norvegicus	8.5
3.4.24.65	Homo sapiens	6.8
3.4.24.65	Mus musculus	7.4
3.4.24.65	Rattus norvegicus	8.5
3.4.24.66	Oryzias latipes	8.0
3.4.24.66	Fundulus heteroclitus	8.0
3.4.24.67	Paralichthys olivaceus	7.0
3.4.24.67	Fundulus heteroclitus	7.0
3.4.24.67	Oryzias latipes	8.0
3.4.24.68	Clostridium tetani	7.0
3.4.24.69	Clostridium botulinum	6.0
3.4.24.69	Clostridium baratii	7.3
3.4.24.70	Leptospira interrogans serovar Copenhageni	7.0
3.4.24.70	Escherichia coli	7.4
3.4.24.70	Escherichia coli K-12	7.8
3.4.24.71	Homo sapiens	5.5
3.4.24.71	Bos taurus	6.6
3.4.24.71	Rattus norvegicus	6.6
3.4.24.71	Mus musculus	6.8
3.4.24.72	Bacillus amyloliquefaciens	7.0
3.4.24.72	Streptomyces rubiginosus	7.2
3.4.24.72	Brevibacillus brevis	7.4
3.4.24.72	Agkistrodon contortrix contortrix	7.4
3.4.24.72	Agkistrodon contortrix	7.4
3.4.24.72	Streptomyces sp. DPUA 1576	7.5
3.4.24.72	Neurospora sitophila	7.6
3.4.24.72	Bacillus subtilis	8.0
3.4.24.72	Patiria pectinifera	8.0
3.4.24.72	Stenotrophomonas maltophilia	8.0
3.4.24.72	Serratia sp. KG-2-1	8.0
3.4.24.72	Xylaria curta	8.0
3.4.24.72	Urechis unicinctus	8.5
3.4.24.72	Bacillus cereus	9.0
3.4.24.73	Bothrops jararaca	7.3
3.4.24.74	Bacteroides fragilis	6.5
3.4.24.75	Staphylococcus simulans	4.0
3.4.24.75	Staphylococcus epidermidis	4.0
3.4.24.75	Staphylococcus aureus	5.0
3.4.24.75	Staphylococcus capitis	7.0
3.4.24.75	Lactiplantibacillus plantarum	7.5
3.4.24.75	Limosilactobacillus fermentum	7.5
3.4.24.75	Lacticaseibacillus rhamnosus	7.5
3.4.24.77	Streptomyces sp.	6.0
3.4.24.77	Streptomyces caespitosus	6.0
3.4.24.77	Streptomyces septatus	6.0
3.4.24.77	Streptomyces sp. C5	7.0
3.4.24.77	Streptomyces malaysiensis	7.0
3.4.24.77	Streptomyces rimosus	7.5
3.4.24.78	Priestia megaterium	7.5
3.4.24.79	Mus musculus	7.4
3.4.24.79	Homo sapiens	7.5
3.4.24.80	Homo sapiens	7.0
3.4.24.81	Mus musculus	7.4
3.4.24.82	Homo sapiens	7.0
3.4.24.83	Bacillus anthracis	6.8
3.4.24.86	Homo sapiens	7.4
3.4.24.87	Homo sapiens	6.0
3.4.24.87	Mus musculus	7.5
3.4.24.87	Cavia porcellus	8.0
3.4.24.87	Rattus norvegicus	8.0
3.4.24.87	Sus scrofa	8.0
3.4.24.87	Oryctolagus cuniculus	8.0
3.4.24.87	Canis lupus familiaris	8.0
3.4.24.87	Macaca fascicularis	8.0
3.4.25.1	Rattus norvegicus	5.5
3.4.25.1	Struthio camelus	7.0
3.4.25.1	Chionodraco hamatus	7.0
3.4.25.1	Homo sapiens	7.2
3.4.25.1	Mus musculus	7.4
3.4.25.1	Oryctolagus cuniculus	7.5
3.4.25.1	Arabidopsis thaliana	7.5
3.4.25.1	Trypanosoma brucei	7.8
3.4.25.1	Methanosarcina thermophila	7.8
3.4.25.1	Candida albicans	7.8
3.4.25.1	Homarus gammarus	8.0
3.4.25.1	Dicentrarchus labrax	8.0
3.4.25.1	Thermoplasma acidophilum	8.5
3.4.25.1	Spinacia oleracea	8.5
3.4.25.2	Escherichia coli	7.5
3.4.25.2	Haemophilus influenzae	7.8
3.4.99.B1	Bos taurus	7.0
3.4.99.B1	Saccharomyces cerevisiae	7.5
3.4.99.B2	Paenibacillus sp. B38	8.0
3.4.99.B2	Paenibacillus sp.	8.0
3.4.99.B2	Oryctolagus cuniculus	8.5
3.5.1.1	Pseudomonas aeruginosa	5.0
3.5.1.1	Mucor sp.	5.0
3.5.1.1	unidentified proteobacterium	6.0
3.5.1.1	Cyberlindnera jadinii	6.0
3.5.1.1	Bacillus sp. (in: Bacteria)	6.0
3.5.1.1	Pseudomonas fluorescens	6.3
3.5.1.1	Cladosporium sp.	6.3
3.5.1.1	Rhodotorula toruloides	6.4
3.5.1.1	Brevibacillus brevis	6.5
3.5.1.1	Saccharomyces cerevisiae	6.8
3.5.1.1	Serratia marcescens	6.9
3.5.1.1	Chlamydomonas sp.	6.9
3.5.1.1	Proteus vulgaris	7.0
3.5.1.1	Vibrio cholerae	7.0
3.5.1.1	Rhizomucor miehei	7.0
3.5.1.1	Escherichia coli	7.0
3.5.1.1	Helicobacter pylori	7.0
3.5.1.1	Klebsiella aerogenes	7.0
3.5.1.1	Wolinella succinogenes	7.3
3.5.1.1	Neonectria obtusispora	7.4
3.5.1.1	Pyrococcus furiosus	7.4
3.5.1.1	Bacillus subtilis	7.5
3.5.1.1	Erwinia aroidea	7.5
3.5.1.1	Synechococcus elongatus	7.5
3.5.1.1	Pseudomonas otitidis	7.5
3.5.1.1	Bacillus sp. PG_02	7.5
3.5.1.1	Nocardia levis	7.5
3.5.1.1	Streptomyces sp.	7.5
3.5.1.1	Cavia porcellus	7.5
3.5.1.1	Fusarium tricinctum	7.5
3.5.1.1	Phaseolus vulgaris	8.0
3.5.1.1	Penicillium cyclopium	8.0
3.5.1.1	Talaromyces pinophilus	8.0
3.5.1.1	Lupinus arboreus	8.0
3.5.1.1	Yersinia pseudotuberculosis	8.0
3.5.1.1	Bacillus licheniformis	8.0
3.5.1.1	Nocardiopsis alba	8.0
3.5.1.1	Thermococcus kodakarensis	8.0
3.5.1.1	Vigna unguiculata	8.0
3.5.1.1	Arabidopsis thaliana	8.0
3.5.1.1	Pectobacterium carotovorum	8.0
3.5.1.1	Sphagnum fallax	8.2
3.5.1.1	Acinetobacter calcoaceticus	8.4
3.5.1.1	Priestia megaterium	8.5
3.5.1.1	Streptomyces fradiae	8.5
3.5.1.1	Lupinus angustifolius	8.5
3.5.1.1	Withania somnifera	8.5
3.5.1.1	Thermococcus gammatolerans	8.5
3.5.1.1	Paenibacillus barengoltzii	8.5
3.5.1.1	Weizmannia coagulans	8.5
3.5.1.1	Thermus thermophilus	8.6
3.5.1.1	Azotobacter vinelandii	8.6
3.5.1.1	Dickeya chrysanthemi	8.6
3.5.1.1	Tetrahymena thermophila	8.6
3.5.1.1	Staphylococcus sp.	8.6
3.5.1.1	Pseudomonas stutzeri	9.0
3.5.1.1	Aspergillus fumigatus	9.0
3.5.1.1	Streptomyces gulbargensis	9.0
3.5.1.1	Rhizobium etli	9.0
3.5.1.1	Stenotrophomonas geniculata	9.0
3.5.1.1	Erwinia sp.	9.2
3.5.1.1	Archaeoglobus fulgidus	9.2
3.5.1.1	Actinomycetales bacterium	10.0
3.5.1.2	Anabaena sp.	6.0
3.5.1.2	Bacillus amyloliquefaciens	6.5
3.5.1.2	Streptomyces sp.	7.0
3.5.1.2	Aspergillus oryzae	7.0
3.5.1.2	Lacticaseibacillus rhamnosus	7.0
3.5.1.2	Gallus gallus	7.0
3.5.1.2	Columba livia	7.0
3.5.1.2	Naganishia albida	7.0
3.5.1.2	Sceloporus undulatus	7.0
3.5.1.2	Papiliotrema flavescens	7.0
3.5.1.2	Acinetobacter glutaminasificans	7.0
3.5.1.2	Escherichia coli	7.1
3.5.1.2	Mus musculus	7.4
3.5.1.2	Homo sapiens	7.4
3.5.1.2	Bacillus cereus	7.5
3.5.1.2	Limosilactobacillus reuteri	7.5
3.5.1.2	Micrococcus luteus	7.5
3.5.1.2	Bacillus licheniformis	7.5
3.5.1.2	Penicillium palitans	7.5
3.5.1.2	Bacillus subtilis	7.5
3.5.1.2	Triticale sp.	7.6
3.5.1.2	Rattus norvegicus	7.7
3.5.1.2	Sus scrofa	7.9
3.5.1.2	Canis lupus familiaris	7.9
3.5.1.2	Aspergillus flavus	8.0
3.5.1.2	Trichoderma reesei	8.0
3.5.1.2	Thermotoga maritima	8.0
3.5.1.2	Pseudomonas aeruginosa	8.5
3.5.1.2	Synechocystis sp. PCC 6803	8.8
3.5.1.2	Aspergillus sojae	9.0
3.5.1.2	Sporosarcina pasteurii	9.0
3.5.1.2	Stenotrophomonas maltophilia	9.0
3.5.1.2	Geobacillus thermodenitrificans	9.0
3.5.1.2	Aspergillus fumigatus	9.5
